Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Groundnut,2004,Kharif,Tamil Nadu,615877.0,1005342.0,1034.0,66724114.18,129334.17,1.790714286
Horse-gram,2004,Kharif,Tamil Nadu,67513.0,20110.0,1034.0,7314358.42,14177.73,0.3068
Jowar,2004,Kharif,Tamil Nadu,376739.0,252063.0,1034.0,40815903.26,79115.19,0.825
Maize,2004,Kharif,Tamil Nadu,189893.0,294717.0,1034.0,20573007.62,39877.53,1.758846154
Moong(Green Gram),2004,Kharif,Tamil Nadu,154959.0,61760.0,1034.0,16788258.06,32541.39,0.417777778
Onion,2004,Whole Year,Tamil Nadu,26491.0,256359.0,1034.0,2870034.94,5563.11,9.490357143
Other Kharif pulses,2004,Kharif,Tamil Nadu,91578.0,18642.0,1034.0,9921560.52,19231.38,0.201071429
Potato,2004,Whole Year,Tamil Nadu,5034.0,79060.0,1034.0,545383.56,1057.14,16.0325
Ragi,2004,Kharif,Tamil Nadu,108845.0,154085.0,1034.0,11792267.3,22857.45,1.742307692
Rapeseed &Mustard,2004,Rabi,Tamil Nadu,452.0,109.0,1034.0,48969.68,94.92,0.25
Rice,2004,Kharif,Tamil Nadu,1872822.0,5061622.0,1034.0,202901535.5,393292.62,3.015172414
Sesamum,2004,Kharif,Tamil Nadu,72725.0,33840.0,1034.0,7879026.5,15272.25,0.397857143
Small millets,2004,Kharif,Tamil Nadu,50576.0,42869.0,1034.0,5479403.84,10620.96,0.8724
Sugarcane,2004,Whole Year,Tamil Nadu,222188.0,24457244.0,1034.0,24071847.92,46659.48,104.66
Sunflower,2004,Kharif,Tamil Nadu,18152.0,19303.0,1034.0,1966587.68,3811.92,1.002962963
Sweet potato,2004,Whole Year,Tamil Nadu,1397.0,21118.0,1034.0,151350.98,293.37,14.9992
Tapioca,2004,Whole Year,Tamil Nadu,110589.0,4563776.0,1034.0,11981212.26,23223.69,41.5525
Turmeric,2004,Whole Year,Tamil Nadu,21616.0,118447.0,1034.0,2341877.44,4539.36,5.096071429
Urad,2004,Kharif,Tamil Nadu,226364.0,82998.0,1034.0,24524275.76,47536.44,0.4075
Arecanut,2005,Whole Year,Andhra Pradesh,293.0,234.0,1075.5,35136.56,61.53,0.8025
Arhar/Tur,2005,Kharif,Andhra Pradesh,494523.0,300636.0,1075.5,59303198.16,103849.83,0.554545455
Bajra,2005,Kharif,Andhra Pradesh,68884.0,72401.0,1075.5,8260569.28,14465.64,0.941666667
Bajra,2005,Rabi,Andhra Pradesh,12107.0,9751.0,1075.5,1451871.44,2542.47,0.952307692
Banana,2005,Whole Year,Andhra Pradesh,45642.0,935517.0,1075.5,5473388.64,9584.82,23.9085
Cashewnut,2005,Whole Year,Andhra Pradesh,148372.0,40153.0,1075.5,17792770.24,31158.12,0.285882353
Castor seed,2005,Kharif,Andhra Pradesh,344587.0,140019.0,1075.5,41322873.04,72363.27,0.462777778
Coconut,2005,Whole Year,Andhra Pradesh,104438.0,891991928.0,1075.5,12524204.96,21931.98,7717.767778
Coriander,2005,Whole Year,Andhra Pradesh,28114.0,12725.0,1075.5,3371430.88,5903.94,0.503333333
Cotton(lint),2005,Kharif,Andhra Pradesh,1032629.0,2107984.0,1075.5,123832869.7,216852.09,1.727272727
Dry chillies,2005,Kharif,Andhra Pradesh,127631.0,417095.0,1075.5,15305509.52,26802.51,2.937272727
Dry chillies,2005,Rabi,Andhra Pradesh,43815.0,120617.0,1075.5,5254294.8,9201.15,2.799090909
Ginger,2005,Whole Year,Andhra Pradesh,2161.0,16456.0,1075.5,259147.12,453.81,5.812222222
Gram,2005,Rabi,Andhra Pradesh,394443.0,626974.0,1075.5,47301604.56,82833.03,1.602631579
Groundnut,2005,Kharif,Andhra Pradesh,1614668.0,912020.0,1075.5,193630986.6,339080.28,1.069545455
Groundnut,2005,Rabi,Andhra Pradesh,260876.0,453797.0,1075.5,31284249.92,54783.96,1.975
Horse-gram,2005,Kharif,Andhra Pradesh,9919.0,4917.0,1075.5,1189486.48,2082.99,0.43
Horse-gram,2005,Rabi,Andhra Pradesh,46703.0,16110.0,1075.5,5600623.76,9807.63,0.32
Jowar,2005,Kharif,Andhra Pradesh,182851.0,280035.0,1075.5,21927491.92,38398.71,0.996818182
Jowar,2005,Rabi,Andhra Pradesh,261245.0,307992.0,1075.5,31328500.4,54861.45,1.799090909
Linseed,2005,Rabi,Andhra Pradesh,3845.0,1435.0,1075.5,461092.4,807.45,0.371666667
Maize,2005,Kharif,Andhra Pradesh,593135.0,2098190.0,1075.5,71128749.2,124558.35,3.803636364
Maize,2005,Rabi,Andhra Pradesh,164827.0,988711.0,1075.5,19766053.84,34613.67,6.032272727
Mesta,2005,Kharif,Andhra Pradesh,49827.0,455487.0,1075.5,5975253.84,10463.67,8.926666667
Moong(Green Gram),2005,Kharif,Andhra Pradesh,251959.0,122697.0,1075.5,30214923.28,52911.39,0.582272727
Moong(Green Gram),2005,Rabi,Andhra Pradesh,132963.0,42623.0,1075.5,15944922.96,27922.23,0.448333333
Niger seed,2005,Kharif,Andhra Pradesh,15748.0,6097.0,1075.5,1888500.16,3307.08,0.465
Onion,2005,Kharif,Andhra Pradesh,20434.0,364201.0,1075.5,2450445.28,4291.14,15.5455
Onion,2005,Rabi,Andhra Pradesh,15952.0,332092.0,1075.5,1912963.84,3349.92,20.49047619
Other  Rabi pulses,2005,Rabi,Andhra Pradesh,16032.0,6755.0,1075.5,1922557.44,3366.72,0.401666667
Other Kharif pulses,2005,Kharif,Andhra Pradesh,14585.0,3836.0,1075.5,1749033.2,3062.85,0.274666667
Potato,2005,Whole Year,Andhra Pradesh,3275.0,29564.0,1075.5,392738.0,687.75,8.895
Ragi,2005,Kharif,Andhra Pradesh,56576.0,62947.0,1075.5,6784593.92,11880.96,1.316428571
Ragi,2005,Rabi,Andhra Pradesh,9031.0,16398.0,1075.5,1082997.52,1896.51,1.785384615
Rapeseed &Mustard,2005,Rabi,Andhra Pradesh,5660.0,2568.0,1075.5,678747.2,1188.6,0.2825
Rice,2005,Kharif,Andhra Pradesh,2526108.0,6376990.0,1075.5,302930871.4,530482.68,2.549090909
Rice,2005,Rabi,Andhra Pradesh,1455643.0,5326634.0,1075.5,174560708.6,305685.03,3.132272727
Safflower,2005,Rabi,Andhra Pradesh,17654.0,8094.0,1075.5,2117067.68,3707.34,0.415454545
Sesamum,2005,Kharif,Andhra Pradesh,79424.0,16278.0,1075.5,9524526.08,16679.04,0.205714286
Sesamum,2005,Rabi,Andhra Pradesh,37284.0,12802.0,1075.5,4471097.28,7829.64,0.360526316
Small millets,2005,Kharif,Andhra Pradesh,43674.0,26264.0,1075.5,5237386.08,9171.54,0.6
Small millets,2005,Rabi,Andhra Pradesh,438.0,314.0,1075.5,52524.96,91.98,0.855
Soyabean,2005,Kharif,Andhra Pradesh,97692.0,190937.0,1075.5,11715224.64,20515.32,1.424166667
Sugarcane,2005,Whole Year,Andhra Pradesh,229960.0,17656395.0,1075.5,27576803.2,48291.6,83.59
Sunflower,2005,Whole Year,Andhra Pradesh,444264.0,297556.0,1075.5,53276138.88,93295.44,0.931363636
Sweet potato,2005,Whole Year,Andhra Pradesh,1085.0,8726.0,1075.5,130113.2,227.85,8.547777778
Tapioca,2005,Whole Year,Andhra Pradesh,15281.0,125986.0,1075.5,1832497.52,3209.01,7.2075
Tobacco,2005,Whole Year,Andhra Pradesh,204328.0,716614.0,1075.5,24503013.76,42908.88,4.374418605
Urad,2005,Kharif,Andhra Pradesh,79206.0,33844.0,1075.5,9498383.52,16633.26,0.384761905
Urad,2005,Rabi,Andhra Pradesh,341832.0,216227.0,1075.5,40992493.44,71784.72,0.621052632
Wheat,2005,Rabi,Andhra Pradesh,11109.0,8891.0,1075.5,1332191.28,2332.89,0.774
Arecanut,2005,Whole Year,Karnataka,161151.0,1033658.0,1316.2,19325227.92,33841.71,6.212380952
Arhar/Tur,2005,Kharif,Karnataka,599884.0,407832.0,1316.2,71938089.28,125975.64,0.5968
Bajra,2005,Kharif,Karnataka,429889.0,389420.0,1316.2,51552288.88,90276.69,0.80875
Bajra,2005,Rabi,Karnataka,78.0,104.0,1316.2,9353.76,16.38,1.33
Bajra,2005,Summer,Karnataka,917.0,1089.0,1316.2,109966.64,192.57,1.22
Banana,2005,Whole Year,Karnataka,43562.0,517257.0,1316.2,5223955.04,9148.02,15.48037037
Black pepper,2005,Whole Year,Karnataka,14797.0,32414.0,1316.2,1774456.24,3107.37,2.199230769
Cardamom,2005,Whole Year,Karnataka,19814.0,1127.0,1316.2,2376094.88,4160.94,0.05875
Castor seed,2005,Kharif,Karnataka,24981.0,25989.0,1316.2,2995721.52,5246.01,1.086666667
Coconut,2005,Whole Year,Karnataka,395885.0,1606890000.0,1316.2,47474529.2,83135.85,4165.660741
Coriander,2005,Whole Year,Karnataka,9163.0,1398.0,1316.2,1098826.96,1924.23,0.125714286
Cotton(lint),2005,Whole Year,Karnataka,413310.0,585498.0,1316.2,49564135.2,86795.1,1.503333333
Dry chillies,2005,Kharif,Karnataka,116047.0,84364.0,1316.2,13916356.24,24369.87,0.830384615
Dry chillies,2005,Rabi,Karnataka,2911.0,4729.0,1316.2,349087.12,611.31,1.676538462
Dry chillies,2005,Summer,Karnataka,6715.0,17719.0,1316.2,805262.8,1410.15,2.696923077
Garlic,2005,Whole Year,Karnataka,4931.0,3485.0,1316.2,591325.52,1035.51,1.287333333
Ginger,2005,Whole Year,Karnataka,21669.0,282411.0,1316.2,2598546.48,4550.49,12.82411765
Gram,2005,Rabi,Karnataka,418369.0,237984.0,1316.2,50170810.48,87857.49,0.522
Groundnut,2005,Kharif,Karnataka,867704.0,445749.0,1316.2,104055063.7,182217.84,0.562
Groundnut,2005,Rabi,Karnataka,172368.0,150118.0,1316.2,20670370.56,36197.28,0.9764
Horse-gram,2005,Kharif,Karnataka,124702.0,71145.0,1316.2,14954263.84,26187.42,0.609166667
Horse-gram,2005,Rabi,Karnataka,144530.0,57634.0,1316.2,17332037.6,30351.3,0.453461538
Jowar,2005,Kharif,Karnataka,323189.0,482196.0,1316.2,38756824.88,67869.69,1.426190476
Jowar,2005,Rabi,Karnataka,1191240.0,986911.0,1316.2,142853500.8,250160.4,0.714761905
Jowar,2005,Summer,Karnataka,5708.0,9669.0,1316.2,684503.36,1198.68,1.587142857
Linseed,2005,Rabi,Karnataka,13154.0,4384.0,1316.2,1577427.68,2762.34,0.316666667
Maize,2005,Kharif,Karnataka,842243.0,2486900.0,1316.2,101001780.6,176871.03,3.1212
Maize,2005,Rabi,Karnataka,81621.0,282618.0,1316.2,9787990.32,17140.41,3.341304348
Maize,2005,Summer,Karnataka,11990.0,37005.0,1316.2,1437840.8,2517.9,3.096666667
Mesta,2005,Whole Year,Karnataka,2097.0,2662.0,1316.2,251472.24,440.37,1.568
Moong(Green Gram),2005,Kharif,Karnataka,393240.0,96325.0,1316.2,47157340.8,82580.4,0.242173913
Moong(Green Gram),2005,Rabi,Karnataka,7658.0,2255.0,1316.2,918347.36,1608.18,0.29125
Niger seed,2005,Kharif,Karnataka,33184.0,6366.0,1316.2,3979425.28,6968.64,0.212173913
Onion,2005,Kharif,Karnataka,136344.0,759619.0,1316.2,16350372.48,28632.24,6.543913043
Onion,2005,Rabi,Karnataka,10900.0,112992.0,1316.2,1307128.0,2289.0,10.36952381
Onion,2005,Summer,Karnataka,4075.0,67545.0,1316.2,488674.0,855.75,16.31842105
Other  Rabi pulses,2005,Rabi,Karnataka,29137.0,3475.0,1316.2,3494109.04,6118.77,0.118888889
Other Kharif pulses,2005,Kharif,Karnataka,151868.0,49236.0,1316.2,18212010.56,31892.28,0.279583333
Peas & beans (Pulses),2005,Kharif,Karnataka,4174.0,25514.0,1316.2,500546.08,876.54,5.612105263
Peas & beans (Pulses),2005,Rabi,Karnataka,686.0,4824.0,1316.2,82265.12,144.06,7.193333333
Peas & beans (Pulses),2005,Summer,Karnataka,525.0,2655.0,1316.2,62958.0,110.25,5.036875
Potato,2005,Kharif,Karnataka,67623.0,226399.0,1316.2,8109350.16,14200.83,3.381333333
Potato,2005,Rabi,Karnataka,5416.0,97924.0,1316.2,649486.72,1137.36,17.84
Potato,2005,Summer,Karnataka,317.0,5078.0,1316.2,38014.64,66.57,15.45
Ragi,2005,Kharif,Karnataka,883984.0,1551359.0,1316.2,106007361.3,185636.64,1.4915
Ragi,2005,Rabi,Karnataka,46323.0,86771.0,1316.2,5555054.16,9727.83,2.493076923
Ragi,2005,Summer,Karnataka,8323.0,18176.0,1316.2,998094.16,1747.83,2.144285714
Rapeseed &Mustard,2005,Rabi,Karnataka,6739.0,1800.0,1316.2,808140.88,1415.19,0.227142857
Rice,2005,Kharif,Karnataka,1075993.0,2770413.0,1316.2,129033080.6,225958.53,2.50962963
Rice,2005,Rabi,Karnataka,44944.0,97483.0,1316.2,5389684.48,9438.24,2.2675
Rice,2005,Summer,Karnataka,364244.0,1131350.0,1316.2,43680140.48,76491.24,3.0144
Safflower,2005,Rabi,Karnataka,80945.0,61507.0,1316.2,9706924.4,16998.45,0.694375
Sannhamp,2005,Whole Year,Karnataka,205.0,46.0,1316.2,24583.6,43.05,0.215
Sesamum,2005,Kharif,Karnataka,102862.0,89097.0,1316.2,12335211.04,21601.02,0.879615385
Small millets,2005,Kharif,Karnataka,52273.0,26918.0,1316.2,6268578.16,10977.33,0.5485
Soyabean,2005,Kharif,Karnataka,133445.0,74802.0,1316.2,16002724.4,28023.45,0.556666667
Sugarcane,2005,Whole Year,Karnataka,221462.0,19647650.0,1316.2,26557723.04,46507.02,90.63772727
Sunflower,2005,Kharif,Karnataka,661178.0,273972.0,1316.2,79288465.76,138847.38,0.5125
Sunflower,2005,Rabi,Karnataka,722784.0,359821.0,1316.2,86676257.28,151784.64,0.8724
Sunflower,2005,Summer,Karnataka,43473.0,33718.0,1316.2,5213282.16,9129.33,0.829047619
Sweet potato,2005,Whole Year,Karnataka,3356.0,27360.0,1316.2,402451.52,704.76,6.076153846
Tapioca,2005,Whole Year,Karnataka,841.0,6993.0,1316.2,100852.72,176.61,9.59
Tobacco,2005,Whole Year,Karnataka,100798.0,63879.0,1316.2,12087696.16,21167.58,0.646
Turmeric,2005,Whole Year,Karnataka,6346.0,33891.0,1316.2,761012.32,1332.66,5.556363636
Urad,2005,Kharif,Karnataka,100773.0,19710.0,1316.2,12084698.16,21162.33,0.19
Urad,2005,Rabi,Karnataka,10445.0,5001.0,1316.2,1252564.4,2193.45,0.473333333
Wheat,2005,Rabi,Karnataka,252588.0,226369.0,1316.2,30290352.96,53043.48,0.880714286
Arecanut,2005,Whole Year,Kerala,108590.0,119309.0,3030.9,13022112.8,22803.9,0.958571429
Banana,2005,Whole Year,Kerala,61400.0,491823.0,3030.9,7363088.0,12894.0,8.060714286
Black pepper,2005,Whole Year,Kerala,237998.0,87605.0,3030.9,28540720.16,49979.58,0.239285714
Cardamom,2005,Whole Year,Kerala,41367.0,9765.0,3030.9,4960730.64,8687.07,0.065
Cashewnut,2005,Whole Year,Kerala,78285.0,68262.0,3030.9,9387937.2,16439.85,0.621428571
Coconut,2005,Whole Year,Kerala,897833.0,6326000000.0,3030.9,107668133.4,188544.93,6500.859286
Cotton(lint),2005,Kharif,Kerala,2655.0,3452.0,3030.9,318387.6,557.55,1.3
Garlic,2005,Whole Year,Kerala,65.0,1105.0,3030.9,7794.8,13.65,17.0
Ginger,2005,Whole Year,Kerala,12226.0,56288.0,3030.9,1466141.92,2567.46,3.258571429
Groundnut,2005,Kharif,Kerala,3299.0,2441.0,3030.9,395616.08,692.79,0.74
Jowar,2005,Kharif,Kerala,2450.0,1248.0,3030.9,293804.0,514.5,0.2525
Other Cereals,2005,Kharif,Kerala,11.0,21.0,3030.9,1319.12,2.31,1.91
Ragi,2005,Kharif,Kerala,414.0,335.0,3030.9,49646.88,86.94,0.81
Rice,2005,Autumn,Kerala,98256.0,212520.0,3030.9,11782859.52,20633.76,2.096923077
Rice,2005,Summer,Kerala,21857.0,59733.0,3030.9,2621091.44,4589.97,2.345714286
Rice,2005,Winter,Kerala,155629.0,357734.0,3030.9,18663029.68,32682.09,2.189285714
Sesamum,2005,Kharif,Kerala,600.0,210.0,3030.9,71952.0,126.0,0.314545455
Sugarcane,2005,Whole Year,Kerala,1222.0,91650.0,3030.9,146542.24,256.62,66.14538462
Sweet potato,2005,Whole Year,Kerala,711.0,9013.0,3030.9,85263.12,149.31,11.48692308
Tapioca,2005,Whole Year,Kerala,90539.0,2568284.0,3030.9,10857436.88,19013.19,28.00928571
Tobacco,2005,Whole Year,Kerala,43.0,69.0,3030.9,5156.56,9.03,1.6
Turmeric,2005,Whole Year,Kerala,3384.0,8237.0,3030.9,405809.28,710.64,2.211428571
Arecanut,2005,Whole Year,Tamil Nadu,4773.0,9198.0,1364.1,572378.16,1002.33,1.212727273
Arhar/Tur,2005,Kharif,Tamil Nadu,37769.0,20400.0,1364.1,4529258.48,7931.49,0.6375
Bajra,2005,Kharif,Tamil Nadu,81925.0,94799.0,1364.1,9824446.0,17204.25,1.3144
Banana,2005,Whole Year,Tamil Nadu,94648.0,4647635.0,1364.1,11350188.16,19876.08,48.51965517
Black pepper,2005,Whole Year,Tamil Nadu,3745.0,851.0,1364.1,449100.4,786.45,0.173076923
Cardamom,2005,Whole Year,Tamil Nadu,4887.0,448.0,1364.1,586049.04,1026.27,0.072727273
Cashewnut,2005,Whole Year,Tamil Nadu,106059.0,43856.0,1364.1,12718595.28,22272.39,0.368571429
Castor seed,2005,Kharif,Tamil Nadu,8391.0,2777.0,1364.1,1006248.72,1762.11,0.313333333
Coconut,2005,Whole Year,Tamil Nadu,370515.0,4867100000.0,1364.1,44432158.8,77808.15,11777.93172
Coriander,2005,Whole Year,Tamil Nadu,21062.0,6424.0,1364.1,2525755.04,4423.02,0.296956522
Cotton(lint),2005,Kharif,Tamil Nadu,109742.0,168154.0,1364.1,13160260.64,23045.82,1.643703704
Dry chillies,2005,Whole Year,Tamil Nadu,49033.0,31830.0,1364.1,5880037.36,10296.93,0.797241379
Garlic,2005,Whole Year,Tamil Nadu,428.0,2561.0,1364.1,51325.76,89.88,5.854
Ginger,2005,Kharif,Tamil Nadu,660.0,12735.0,1364.1,79147.2,138.6,19.31714286
Gram,2005,Rabi,Tamil Nadu,5907.0,4007.0,1364.1,708367.44,1240.47,0.493125
Groundnut,2005,Kharif,Tamil Nadu,618835.0,1097592.0,1364.1,74210693.2,129955.35,1.91
Horse-gram,2005,Kharif,Tamil Nadu,60415.0,22023.0,1364.1,7244966.8,12687.15,0.3724
Jowar,2005,Kharif,Tamil Nadu,316274.0,231449.0,1364.1,37927578.08,66417.54,0.897083333
Moong(Green Gram),2005,Kharif,Tamil Nadu,136699.0,45881.0,1364.1,16392944.08,28706.79,0.383571429
Onion,2005,Whole Year,Tamil Nadu,29169.0,233796.0,1364.1,3497946.48,6125.49,8.07826087
Other Kharif pulses,2005,Kharif,Tamil Nadu,68999.0,21356.0,1364.1,8274360.08,14489.79,0.366923077
Potato,2005,Whole Year,Tamil Nadu,5005.0,74593.0,1364.1,600199.6,1051.05,15.32
Ragi,2005,Kharif,Tamil Nadu,99549.0,132172.0,1364.1,11937916.08,20905.29,1.621923077
Rapeseed &Mustard,2005,Rabi,Tamil Nadu,528.0,130.0,1364.1,63317.76,110.88,0.25
Rice,2005,Kharif,Tamil Nadu,2050455.0,5209433.0,1364.1,245890563.6,430595.55,2.895517241
Sesamum,2005,Kharif,Tamil Nadu,65118.0,30772.0,1364.1,7808950.56,13674.78,0.414444444
Small millets,2005,Kharif,Tamil Nadu,40366.0,30071.0,1364.1,4840690.72,8476.86,0.77375
Sugarcane,2005,Whole Year,Tamil Nadu,335397.0,35113269.0,1364.1,40220808.24,70433.37,102.4842857
Sunflower,2005,Kharif,Tamil Nadu,17056.0,21148.0,1364.1,2045355.52,3581.76,1.18037037
Sweet potato,2005,Whole Year,Tamil Nadu,1417.0,29555.0,1364.1,169926.64,297.57,20.8868
Tapioca,2005,Whole Year,Tamil Nadu,127122.0,4857440.0,1364.1,15244470.24,26695.62,38.21481481
Tobacco,2005,Whole Year,Tamil Nadu,5102.0,7792.0,1364.1,611831.84,1071.42,1.451
Turmeric,2005,Whole Year,Tamil Nadu,25970.0,143358.0,1364.1,3114322.4,5453.7,5.547037037
Urad,2005,Kharif,Tamil Nadu,215448.0,70758.0,1364.1,25836524.16,45244.08,0.403571429
Arecanut,2006,Kharif,Puducherry,63.0,82.0,1434.5875,8045.73,13.86,1.3
Arecanut,2006,Whole Year,Puducherry,63.0,82.0,1434.5875,8045.73,13.86,1.3
Banana,2006,Kharif,Puducherry,305.0,9890.0,1434.5875,38951.55,67.1,22.23666667
Black pepper,2006,Kharif,Puducherry,12.0,7.0,1434.5875,1532.52,2.64,0.58
Cotton(lint),2006,Summer,Puducherry,57.0,40.0,1434.5875,7279.47,12.54,0.75
Dry chillies,2006,Kharif,Puducherry,1.0,2.0,1434.5875,127.71,0.22,2.0
Dry chillies,2006,Rabi,Puducherry,4.0,8.0,1434.5875,510.84,0.88,2.0
Dry chillies,2006,Summer,Puducherry,4.0,10.0,1434.5875,510.84,0.88,2.335
Groundnut,2006,Rabi,Puducherry,697.0,1427.0,1434.5875,89013.87,153.34,1.6
Jowar,2006,Summer,Puducherry,4.0,7.0,1434.5875,510.84,0.88,1.75
Onion,2006,Rabi,Puducherry,1.0,4.0,1434.5875,127.71,0.22,4.0
Onion,2006,Summer,Puducherry,2.0,10.0,1434.5875,255.42,0.44,5.0
Rice,2006,Kharif,Puducherry,5010.0,13285.0,1434.5875,639827.1,1102.2,2.64
Rice,2006,Rabi,Puducherry,12061.0,33581.0,1434.5875,1540310.31,2653.42,4.05
Rice,2006,Summer,Puducherry,4574.0,13942.0,1434.5875,584145.54,1006.28,3.05
Sesamum,2006,Rabi,Puducherry,134.0,88.0,1434.5875,17113.14,29.48,0.5
Sugarcane,2006,Kharif,Puducherry,2500.0,383706.0,1434.5875,319275.0,550.0,112.3
Tapioca,2006,Kharif,Puducherry,357.0,14141.0,1434.5875,45592.47,78.54,26.93
Arecanut,2006,Whole Year,Andhra Pradesh,255.0,176.0,845.2,32566.05,56.1,0.685
Arhar/Tur,2006,Kharif,Andhra Pradesh,395644.0,157669.0,845.2,50527695.24,87041.68,0.420454545
Arhar/Tur,2006,Rabi,Andhra Pradesh,5606.0,3174.0,845.2,715942.26,1233.32,0.433333333
Bajra,2006,Kharif,Andhra Pradesh,48995.0,39988.0,845.2,6257151.45,10778.9,0.7375
Bajra,2006,Rabi,Andhra Pradesh,12081.0,6986.0,845.2,1542864.51,2657.82,0.824545455
Banana,2006,Whole Year,Andhra Pradesh,50286.0,1224106.0,845.2,6422025.06,11062.92,26.19809524
Cashewnut,2006,Whole Year,Andhra Pradesh,145095.0,37470.0,845.2,18530082.45,31920.9,0.2375
Castor seed,2006,Kharif,Andhra Pradesh,202199.0,86892.0,845.2,25822834.29,44483.78,0.444117647
Coconut,2006,Whole Year,Andhra Pradesh,105043.0,1326398065.0,845.2,13415041.53,23109.46,11710.48222
Coriander,2006,Whole Year,Andhra Pradesh,25375.0,10061.0,845.2,3240641.25,5582.5,0.495
Cotton(lint),2006,Kharif,Andhra Pradesh,971806.0,2181944.0,845.2,124109344.3,213797.32,2.080952381
Dry chillies,2006,Kharif,Andhra Pradesh,164886.0,609739.0,845.2,21057591.06,36274.92,3.297727273
Dry chillies,2006,Rabi,Andhra Pradesh,49069.0,155979.0,845.2,6266601.99,10795.18,3.181363636
Ginger,2006,Whole Year,Andhra Pradesh,2439.0,10301.0,845.2,311484.69,536.58,3.558
Gram,2006,Rabi,Andhra Pradesh,601745.0,653429.0,845.2,76848853.95,132383.9,1.465
Groundnut,2006,Kharif,Andhra Pradesh,1106630.0,332732.0,845.2,141327717.3,243458.6,0.874545455
Groundnut,2006,Rabi,Andhra Pradesh,227602.0,409905.0,845.2,29067051.42,50072.44,1.98
Horse-gram,2006,Kharif,Andhra Pradesh,10311.0,4554.0,845.2,1316817.81,2268.42,0.435
Horse-gram,2006,Rabi,Andhra Pradesh,53703.0,25476.0,845.2,6858410.13,11814.66,0.4105
Jowar,2006,Kharif,Andhra Pradesh,163068.0,163689.0,845.2,20825414.28,35874.96,0.90952381
Jowar,2006,Rabi,Andhra Pradesh,259348.0,246903.0,845.2,33121333.08,57056.56,1.494545455
Linseed,2006,Rabi,Andhra Pradesh,2830.0,777.0,845.2,361419.3,622.6,0.266
Maize,2006,Kharif,Andhra Pradesh,535709.0,1284991.0,845.2,68415396.39,117855.98,2.942727273
Maize,2006,Rabi,Andhra Pradesh,190172.0,1177003.0,845.2,24286866.12,41837.84,6.363181818
Mesta,2006,Kharif,Andhra Pradesh,61894.0,543574.0,845.2,7904482.74,13616.68,8.692222222
Moong(Green Gram),2006,Kharif,Andhra Pradesh,246320.0,80062.0,845.2,31457527.2,54190.4,0.312727273
Moong(Green Gram),2006,Rabi,Andhra Pradesh,147594.0,63534.0,845.2,18849229.74,32470.68,0.597142857
Niger seed,2006,Kharif,Andhra Pradesh,14547.0,5334.0,845.2,1857797.37,3200.34,0.4225
Onion,2006,Kharif,Andhra Pradesh,18601.0,306843.0,845.2,2375533.71,4092.22,15.37055556
Onion,2006,Rabi,Andhra Pradesh,12439.0,272602.0,845.2,1588584.69,2736.58,19.59105263
Other  Rabi pulses,2006,Rabi,Andhra Pradesh,14792.0,5811.0,845.2,1889086.32,3254.24,0.443125
Other Kharif pulses,2006,Kharif,Andhra Pradesh,10190.0,3106.0,845.2,1301364.9,2241.8,0.298666667
Potato,2006,Whole Year,Andhra Pradesh,3645.0,44728.0,845.2,465502.95,801.9,12.436
Ragi,2006,Kharif,Andhra Pradesh,50702.0,50883.0,845.2,6475152.42,11154.44,1.205
Ragi,2006,Rabi,Andhra Pradesh,8220.0,13611.0,845.2,1049776.2,1808.4,1.621818182
Rapeseed &Mustard,2006,Rabi,Andhra Pradesh,5387.0,2780.0,845.2,687973.77,1185.14,0.285
Rice,2006,Kharif,Andhra Pradesh,2640870.0,6949186.0,845.2,337265507.7,580991.4,2.689090909
Rice,2006,Rabi,Andhra Pradesh,1337020.0,4922944.0,845.2,170750824.2,294144.4,3.036818182
Safflower,2006,Rabi,Andhra Pradesh,14302.0,8994.0,845.2,1826508.42,3146.44,0.50125
Sesamum,2006,Kharif,Andhra Pradesh,79449.0,18224.0,845.2,10146431.79,17478.78,0.213809524
Sesamum,2006,Rabi,Andhra Pradesh,34163.0,10521.0,845.2,4362956.73,7515.86,0.311
Small millets,2006,Kharif,Andhra Pradesh,33676.0,17007.0,845.2,4300761.96,7408.72,0.5475
Small millets,2006,Rabi,Andhra Pradesh,360.0,225.0,845.2,45975.6,79.2,0.6225
Soyabean,2006,Kharif,Andhra Pradesh,102503.0,156222.0,845.2,13090658.13,22550.66,1.191111111
